Producer;Wine name;Award;Score;Country;Region;Sub-region;Vintage;Color
Chateau Anuo;Yan Hu Chardonnay;Bronze;88;China (Mainland);Shandong;Penglai;2021;White
Cantina Santadi;Grotta Rossa;Bronze;89;Italy;Sardinia;Carignano del Sulcis;2021;Red
Cantina Santadi;Villa Di Chiesa;Bronze;88;Italy;Sardinia;Valli di Porto Pino;2021;White
Vipava 1894;Vipavska Rebula;Bronze;88;Slovenia;Primorska;Vipavska Dolina;2021;Orange
La Rajade;Nuje;Bronze;88;Italy;Friuli-Venezia Giulia;Collio;2021;Rosé
Popela Perna;Frankovka;Bronze;87;Czech Republic;Moravia;Mikulovská;2021;Red
Popela Perna;Premium Ryzlink Vlašský;Bronze;88;Czech Republic;Moravia;Mikulovská;2021;White
Vinarstvi Popela Perna;Rulandske Bile, Premium;Bronze;87;Czech Republic;Moravia;Mikulovská;2021;White
Minglu Winery;Mon Luxe;Bronze;87;China (Mainland);Ningxia;Helan Mountain East;2021;White
Domaine Gaget;Joseph Côte Du Py;Bronze;86;France;Beaujolais;Morgon;2021;Red
Anhydrous;Afoura;Bronze;88;Greece;Aegean Islands;Santorini;2021;White
Viña Cono Sur;Single Vineyard Nº21 Vento Mar Pinot Noir;Bronze;86;Chile;San Antonio;Not Applicable;2021;Red
Vinarija Deuric;Princeps Chardonnay;Bronze;88;Serbia;Srem;Fruška Gora;2021;White
Finca Bacara;Tabá;Bronze;89;Spain;Jumilla;Not Applicable;2021;Red
Finca Bacara;Time Waits for No One Black;Bronze;86;Spain;Jumilla;Not Applicable;2021;Red
Ramos Pinto;Duas Quintas Reserva;Bronze;87;Portugal;Douro;Not Applicable;2021;White
Aveleda;Solos De Xisto Alvarinho;Bronze;89;Portugal;Minho;Not Applicable;2021;White
Aveleda;Solos De Granito;Bronze;86;Portugal;Minho;Not Applicable;2021;White
Viña Cono Sur;20 Barrels Limited Edition Chardonnay;Bronze;87;Chile;Casablanca Valley;Not Applicable;2021;White
Bodegas Marisol Rubio;Son D Sol;Bronze;88;Spain;Castilla;Not Applicable;2021;White
Vaziani;Rkatsiteli;Bronze;89;Georgia;Kakheti;Not Applicable;2021;White
Bodegas Bastida;Talma Tempranillo;Bronze;89;Spain;Not Applicable;Not Applicable;2021;Red
Casa Lo Alto;Manzán Bobal;Bronze;89;Spain;Valencia;Not Applicable;2021;Red
Erdutski Vinogradi;Graševina;Bronze;88;Croatia;Continental;Erdut;2021;White
Bodegas Bellavista;Calaña Monastrell;Bronze;86;Spain;Jumilla;Not Applicable;2021;Red
Bodegas Bellavista;Churubito Tempranillo;Bronze;87;Spain;Castilla;Not Applicable;2021;Red
Fiuza & Bright;Ikon;Bronze;86;Portugal;Tejo;Not Applicable;2021;Red
Dandelion Vineyards;Pride of the Fleurieu Cabernet Sauvignon;Bronze;89;Australia;South Australia;Fleurieu Peninsula;2021;Red
Dandelion Vineyards;Lioness Shiraz;Bronze;87;Australia;South Australia;McLaren Vale;2021;Red
Morita Koshu Winery;Grand Chanmoris Barrel Fermented Matsumoto-Chardonnay;Bronze;88;Japan;Chubu;Nagano;2021;White
Sevenhill Cellars;Open Range Grenache;Bronze;88;Australia;South Australia;Clare Valley;2021;Red
Heirloom Vineyards;Shiraz;Bronze;89;Australia;South Australia;Barossa;2021;Red
Vidigueira;-;Bronze;88;Portugal;Alentejo;Vidigueira;2021;Red
Familia Bastida;Cimal Garnacha;Bronze;88;Spain;La Mancha;Not Applicable;2021;Red
Xavier Vignon;Vieilles Vignes Grenache;Bronze;88;France;Rhône;Côtes du Rhône;2021;Red
Château Les Ricaudelles;-;Bronze;86;France;Bordeaux;Bordeaux Rosé;2021;Rosé
Vinařství Svoboda;Rulandské Sedé;Bronze;88;Czech Republic;Moravia;Velkopavlovická;2021;White
Hacienda Albae;Malbec;Bronze;88;Spain;Castilla;Not Applicable;2021;Red
Domaine Sylvain Ravier Signature;Les Galets Jacquere;Bronze;87;France;Savoie;Vin de Savoie;2021;White
Domaine Sylvain Ravier Signature;Les Morraines;Bronze;88;France;Savoie;Vin de Savoie Abymes;2021;White
São Luiz;Sublinhado Reserva;Bronze;87;Portugal;Douro;Not Applicable;2021;White
São Luiz;Organic;Bronze;88;Portugal;Douro;Not Applicable;2021;Red
Bodega Renacer;Punto Final Reserva Malbec;Bronze;88;Argentina;Mendoza;Uco Valley;2021;Red
Bodega Renacer;Punto Final Reserva Cabernet Franc;Bronze;88;Argentina;Mendoza;Uco Valley;2021;Red
Domaine Les Aphillanthes;Cuvée 1921;Bronze;89;France;Rhône;Rasteau;2021;Red
Domaine Les Aphillanthes;Les Galets;Bronze;88;France;Rhône;Côtes du Rhône Villages Plan de Dieu;2021;Red
Château De Landiras;-;Bronze;89;France;Bordeaux;Graves;2021;Red
Taboadella;Villae;Bronze;88;Portugal;Dão;Not Applicable;2021;Red
Domaine Sylvain Ravier;Tout Vit' Blanc;Bronze;87;France;Savoie;Vin de Savoie;2021;White
Zvonko Bogdan;Sauvignon Blanc;Bronze;88;Serbia;Subotica-Horgoš;Not applicable;2021;White
Casa Pecunia;Primus Primitivo;Bronze;87;Italy;Puglia;Puglia;2021;Red
Les Vignobles Foncalieu;Le Versant Sauvignon;Bronze;89;France;Languedoc-Roussillon;IGP Pays d'Oc;2021;White
Finca Sobreño;Organic;Bronze;86;Spain;Toro;Not Applicable;2021;Red
Pradorey;Blanco;Bronze;88;Spain;Castilla y Léon;Not Applicable;2021;White
Reboul Salze;-;Bronze;88;France;Bordeaux;Blaye Côtes de Bordeaux;2021;Red
Tenuta Vitalonga;-;Bronze;89;Italy;Umbria;Rosso Orvietano;2021;Red
Adega De Borba;Senses Petit Verdot;Bronze;87;Portugal;Alentejano;Not Applicable;2021;Red
Family Deltin;M De Malijay;Bronze;87;France;Rhône;Côtes du Rhône;2021;Red
Viticola Sarica Niculitel;Caii De La Letea Princeps Rezerva Aligoté;Bronze;89;Romania;Dobrogea;Sarica-Niculitel;2021;White
Bodegas Murviedro;Vallejo Avenas Chardonnay;Bronze;87;Spain;Utiel Requena;Not Applicable;2021;White
Bodegas Murviedro;CV05 Cabernet Sauvignon;Bronze;86;Spain;Valencia;Not Applicable;2021;Red
Bodegas Murviedro;La Casa De La Seda Bobal;Bronze;86;Spain;Utiel Requena;Not Applicable;2021;Red
Avantis Estate;Viognier;Bronze;87;Greece;Varietal Wine;Not Applicable;2021;White
Scubla Roberto;Pinot Bianco;Bronze;89;Italy;Friuli-Venezia Giulia;Colli Orientali del Friuli;2021;White
Morita Koshu Winery;Grand Chanmoris Barrel Aged Hosa ka-Muscat Bailey A;Bronze;88;Japan;Chubu;Yamanashi;2021;Red
Quoin Rock;Sauvignon Blanc;Bronze;88;South Africa;Cape Coast;Not Applicable;2021;White
Puklavec Family Wines;Seven Numbers Furmint;Bronze;88;Slovenia;Podravje;Štajerska Slovenija;2021;White
Castelli Del Grevepesa;Clemente VII;Bronze;87;Italy;Tuscany;Chianti Classico;2021;Red
Castelli Del Grevepesa;Castelgreve;Bronze;88;Italy;Tuscany;Chianti Classico;2021;Red
Domaine Autrand;Mosaïque;Bronze;86;France;Rhône;Vinsobres;2021;Red
Spielberg;Sylvánské;Bronze;87;Czech Republic;Moravia;Slovácká;2021;White
Spielberg;Ryzlink Rýnský;Bronze;87;Czech Republic;Moravia;Slovácká;2021;White
Domaine Sylvain Gaudron;Sec;Bronze;88;France;Loire;Vouvray;2021;White
B\V Vinařství;Sauvignon;Bronze;86;Czech Republic;Moravia;Velkopavlovická;2021;White
B\V Vinařství;Neuburské Němčičky;Bronze;88;Czech Republic;Moravia;Velkopavlovická;2021;White
B\V Vinařství;Němčičky Rulandské Bílé;Bronze;86;Czech Republic;Moravia;Velkopavlovická;2021;White
B\V Vinařství;Sylvánské Zelené;Bronze;87;Czech Republic;Moravia;Mikulovská;2021;White
B\V Vinařství;Muškát Moravský;Bronze;86;Czech Republic;Moravia;Mikulovská;2021;White
Hutton Wines;Reserve Chardonnay;Bronze;89;Australia;Western Australia;Margaret River;2021;White
Knorhoek;Chenin Blanc;Bronze;87;South Africa;Stellenbosch;Not Applicable;2021;White
Laderey Winery;Moon;Bronze;87;China (Mainland);Ningxia;Helan Mountain East;2021;Red
The Lane Vineyard;Shiraz;Bronze;88;Australia;South Australia;Adelaide Hills;2021;Red
Shirayuri Winery;L'orient Barrel Fermented Koshu;Bronze;88;Japan;Chubu;Yamanashi;2021;White
Shirayuri Winery;L'orient Chardonnay;Bronze;87;Japan;Chubu;Yamanashi;2021;White
The Lane Vineyard;Chardonnay;Bronze;89;Australia;South Australia;Adelaide Hills;2021;White
Chateau Crescent;Berry Selection Cabernet Sauvignon;Bronze;88;China (Mainland);Xinjiang;Yili;2021;Red
Adegas Valmiñor;Minius Mencía;Bronze;89;Spain;Monterrei;Not Applicable;2021;Red
Herdade Da Malhadinha Nova;Monte Da Peceguina;Bronze;88;Portugal;Alentejano;Not Applicable;2021;Red
Vislander;Položaj Dračevo Polje Bugava;Bronze;86;Croatia;Coastal;Srednja i Južna Dalmacija;2021;White
CW Comporta Wines;Reserva;Bronze;88;Portugal;Peninsula de Setúbal;Not Applicable;2021;Red
Shirayuri Winery;L'orient Barrel Aged Muscat Baily A;Bronze;88;Japan;Chubu;Yamanashi;2021;Red
Empordàlia;Passerell;Bronze;86;Spain;Empordà;Not Applicable;2021;Red
Domaine Philippe Et Sylvain Ravier;Altesse;Bronze;88;France;Savoie;Roussette de Savoie;2021;White
Domaine Philippe Et Sylvain Ravier;Electrik;Bronze;88;France;Savoie;Vin de Savoie Abymes;2021;White
Dominique Piron;La Chanaise;Bronze;88;France;Beaujolais;Morgon;2021;Red
Anna Haugh;Signature Chef Chardonnay;Bronze;89;France;Southwest France;Vin de France;2021;White
Holden Manz;Reserve Chardonnay;Bronze;88;South Africa;Western Cape;Not Applicable;2021;White
Marchisio;Mungalat;Bronze;87;Italy;Piedmont;Langhe;2021;Red
Marchisio;Castellinaldo;Bronze;86;Italy;Piedmont;Barbera d'Alba;2021;Red
Marchisio;Costa Delle Rose Anfora;Bronze;88;Italy;Piedmont;Roero Arneis;2021;White
Bodegas Agronavarra;Campo Nuevo Tempranillo;Bronze;87;Spain;Navarra;Not Applicable;2021;Red
Bodegas Agronavarra;Perdido Tempranillo;Bronze;88;Spain;3 Riberas;Not Applicable;2021;Red
B\V Vinařství;Hibernal;Bronze;86;Czech Republic;Moravia;Slovácká;2021;White
B\V Vinařství;Veltlínské Zelené;Bronze;87;Czech Republic;Moravia;Slovácká;2021;White
Cantina Colterenzio-Schreckbichl;Lafóa Sauvignon;Bronze;89;Italy;Trentino-Alto Adige/Südtirol;Alto Adige / Südtirol;2021;White
Cellier Des Chartreux;Le Clan Des Loups;Bronze;88;France;Rhône;Côtes du Rhône Villages Saint-Gervais;2021;Red
Cellier Des Chartreux;Chevalier D'anthelme;Bronze;87;France;Rhône;Côtes du Rhône;2021;Red
Cellier Des Chartreux;Chapelle Saint Martin;Bronze;87;France;Rhône;Côtes du Rhône;2021;Red
Casata Merge;Sesto 21 Syrah;Bronze;89;Italy;Lazio;Lazio;2021;Red
Vinos De Mar;Ter Admirabilis Pinot Noir;Bronze;86;Uruguay;Maldonado;Not Applicable;2021;Red
Chateau Lamothe-Vincent;Héritage;Bronze;89;France;Bordeaux;Bordeaux Supérieur;2021;Red
Domaine Saint Amant;Tabardonne;Bronze;89;France;Rhône;Côtes du Rhône Villages;2021;White
Popov Winery;Domaine Vrshnik;Bronze;87;North Macedonia;Povardarje;Tikvesh;2021;White
Maison Laudacius;Les 12 Arches;Bronze;88;France;Loire;Montlouis-sur-Loire;2021;White
Numerpix;Falatório Palhete;Bronze;87;Portugal;Lisboa;Not Applicable;2021;Red
Knappstein Wines;Cabernet Sauvignon;Bronze;88;Australia;South Australia;Clare Valley;2021;Red
Knappstein Wines;Shiraz;Bronze;88;Australia;South Australia;Clare Valley;2021;Red
Portz Insel;Cibulka Ryzlink Vlašský;Bronze;88;Czech Republic;Moravia;Mikulovská;2021;White
Villa D'est Winery;Vignerons Reserve Chardonnay;Bronze;89;Japan;Chubu;Nagano;2021;White
Wirra Wirra;Church Block Cabernet Sauvignon-Shiraz-Merlot;Bronze;88;Australia;South Australia;McLaren Vale;2021;Red
Gemtree Wines;Obsidian Shiraz;Bronze;89;Australia;South Australia;McLaren Vale;2021;Red
Weingut Kummer;Zweigelt;Bronze;87;Austria;Burgenland;Neusiedlersee;2021;Red
Painted Wolf Wines;Lightning Sauvignon Blanc;Bronze;89;South Africa;Walker Bay;Not Applicable;2021;White
Painted Wolf Wines;Lycaon Pinotage;Bronze;87;South Africa;Breedekloof;Not Applicable;2021;Red
Toros;Friulano;Bronze;89;Italy;Friuli-Venezia Giulia;Collio;2021;White
Vinos Atlantico;La Cartuja;Bronze;88;Spain;Priorat;Not Applicable;2021;Red
Prović;Agron;Bronze;87;Croatia;Coastal;Srednja i Južna Dalmacija;2021;Red
Don Cristobal;Cristobal 1492 Hunting Season Malbec;Bronze;87;Argentina;Not Applicable;Not Applicable;2021;Red
Bodegas Príncipe De Viana;Tiempo Y Tierra Tempranillo;Bronze;86;Spain;Navarra;Not Applicable;2021;Red
Nerica Vina;60 Pošip Crni;Bronze;88;Croatia;Coastal;Srednja i Južna Dalmacija;2021;Rosé
Nerica Vina;Pošip;Bronze;88;Croatia;Coastal;Srednja i Južna Dalmacija;2021;White
Jeanjean;Les Hauts De Castelmaure;Bronze;87;France;Languedoc-Roussillon;Corbières;2021;Red
Vinné Sklepy Skalák;Chardonnay;Bronze;87;Czech Republic;Moravia;Slovácká;2021;White
Vinné Sklepy Skalák;Veltlínské Zelené;Bronze;88;Czech Republic;Moravia;Slovácká;2021;White
Vinné Sklepy Skalák;Pinot Gris;Bronze;89;Czech Republic;Moravia;Slovácká;2021;White
Château Hostens-Picant;Grangeneuve;Bronze;87;France;Bordeaux;Sainte-Foy Bordeaux;2021;White
Drius;Malvasia;Bronze;86;Italy;Friuli-Venezia Giulia;Friuli Isonzo;2021;White
Domaine Sautereau;Le Vignoble Des Sarrottes;Bronze;89;France;Loire;Sancerre;2021;White
Bodegas Fabre;HJ Fabre Gran Reserva Malbec;Bronze;88;Argentina;Mendoza;Luján de Cuyo;2021;Red
Bodegas Fabre;Ggg Malbec;Bronze;89;Argentina;Mendoza;Gualtallary, Tupungato;2021;Red
Bodegas Fabre;Viñalba Gran Reservado Malbec;Bronze;88;Argentina;Mendoza;Uco Valley;2021;Red
Château Montfollet Le Valentin;-;Bronze;88;France;Bordeaux;Blaye Côtes de Bordeaux;2021;Red
Raíces Ibéricas;Juan Garcia;Bronze;88;Spain;Arribes;Not Applicable;2021;Red
Raíces Ibéricas;Sin Duda;Bronze;88;Spain;Calatayud;Not Applicable;2021;Red
Reisten;Pálava Classic;Bronze;87;Czech Republic;Moravia;Mikulovská;2021;White
Reisten;Classic Ryzlink Vlašský;Bronze;88;Czech Republic;Moravia;Mikulovská;2021;White
Kolby;Selection Veltlínské Zelené;Bronze;87;Czech Republic;Moravia;Mikulovská;2021;White
Kolby;Rulandské Bílé;Bronze;87;Czech Republic;Moravia;Not Applicable;2021;White
Vina Zaporizhzhya Graevo;Bushe;Bronze;87;Ukraine;Zaporizhia;Not Applicable;2021;Red
Bodegas Alceño;Cibolo Monastrell;Bronze;86;Spain;Jumilla;Not Applicable;2021;Red
Bodegas Alceño;Organic;Bronze;88;Spain;Jumilla;Not Applicable;2021;Red
Raíces;Albillo;Bronze;88;Spain;Castilla y Léon;Not Applicable;2021;White
Raíces Ibéricas;Rufete;Bronze;87;Spain;Sierra de Salamanca;Not Applicable;2021;Red
Testuz;Coup De L'Etrier;Bronze;88;Switzerland;Vaud;Lavaux;2021;White
Bodegas Alceño;Hilanda Monastrell;Bronze;89;Spain;Jumilla;Not Applicable;2021;Red
Bodegas Alceño;Hilanda Término De Arriba Monastrell;Bronze;89;Spain;Jumilla;Not Applicable;2021;Red
Bodegas Alceño;Romeo Organic Monastrell;Bronze;88;Spain;Jumilla;Not Applicable;2021;Red
Bodegas Alceño;Cibolo Red Blend;Bronze;86;Spain;Jumilla;Not Applicable;2021;Red
Bodegas Alceño;Calaña;Bronze;86;Spain;Jumilla;Not Applicable;2021;Red
Bodegas Alceño;Finca El Lince;Bronze;88;Spain;Jumilla;Not Applicable;2021;Red
Bodegas Alceño;Romeo Selección Monastrell;Bronze;89;Spain;Jumilla;Not Applicable;2021;Red
Château Haut Cabut;-;Bronze;88;France;Bordeaux;Blaye Côtes de Bordeaux;2021;Red
Kazayak Vin;Pinot Noir;Bronze;88;Moldova;Not Applicable;Not Applicable;2021;Red
Cantina Gentili;Camattole Chardonnay;Bronze;88;Italy;Tuscany;Toscana;2021;White
Famila Bastida;Paraje De Titos Garnacha;Bronze;87;Spain;La Mancha;Not Applicable;2021;Red
Château Tour Saint Paul;-;Bronze;87;France;Bordeaux;Bordeaux Supérieur;2021;Red
Finca Monastasia;Nobel Syrah;Bronze;86;Spain;Jumilla;Not Applicable;2021;Red
Bodegas Costers Del Sió;Celistia Selecció;Bronze;89;Spain;Costers del Segre;Not Applicable;2021;Red
Bodegas Costers Del Sió;Petit Comité;Bronze;89;Spain;Costers del Segre;Not Applicable;2021;Red
Costers Del Sió;Bosc Silvestre;Bronze;89;Spain;Costers del Segre;Not Applicable;2021;Red
Georg Müller;Hattenheimer Schützenhaus Riesling;Bronze;89;Germany;Rheingau;Not Applicable;2021;White
Weingut Georg Müller;Hattenheim Riesling;Bronze;88;Germany;Rheingau;Not Applicable;2021;White
Bodegas Castaño;Hecula Organic Monastrell;Bronze;87;Spain;Yecla;Not Applicable;2021;Red
Castello di Spessa;Rassauer;Bronze;87;Italy;Friuli-Venezia Giulia;Collio;2021;White
Castello di Spessa;Santarosa;Bronze;86;Italy;Friuli-Venezia Giulia;Collio;2021;White
Vinarstvi Rochuz;Chardonnay;Bronze;87;Czech Republic;Moravia;Slovácká;2021;White
Galliussi;Portis Sauvignon;Bronze;88;Italy;Friuli-Venezia Giulia;Colli Orientali del Friuli;2021;White
Château Chillac;-;Bronze;87;France;Bordeaux;Bordeaux;2021;Red
Humar;Ribolla Gialla;Bronze;87;Italy;Friuli-Venezia Giulia;Collio;2021;White
Chatzivaritis Estate;Mus;Bronze;87;Greece;Macedonia;Slopes of Paiko;2021;Red
Weingut Diederik;Dw Blanc Du Village Seminar Küsnacht;Bronze;88;Switzerland;Eastern Cantons;Zürichsee;2021;White
La Togata;Jacopus;Bronze;86;Italy;Tuscany;Rosso di Montalcino;2021;Red
Jiangyu Ferment;Chardonnay;Bronze;89;China (Mainland);Shandong;Penglai;2021;White
Château De Paraza;Cuvée Spéciale;Bronze;87;France;Languedoc-Roussillon;Minervois;2021;Red
Les Celliers De Vétroz;Pinot Noir Rouis;Bronze;89;Switzerland;Valais;Vétroz;2021;Red
Marco Scolaris;Ribolla Gialla;Bronze;87;Italy;Friuli-Venezia Giulia;Collio;2021;White
Chamonix Wine Estate;Chardonnay Reserve;Bronze;87;South Africa;Franschoek;Not Applicable;2021;White
Bagnarol Franco;Terra Sancti Viti Refosco dal Peduncolo Rosso;Bronze;88;Italy;Friuli-Venezia Giulia;Friuli;2021;Red
McPherson Wines;Don't tell Gary;Bronze;87;Australia;Victoria;Not Applicable;2021;Red
Yealands Estate Wines;Single Vineyard Sauvignon Blanc;Bronze;86;New Zealand;Marlborough;Awatere Valley;2021;White
Legendary Dracula;Castellum Sauvignon Blanc-Feteascā Albā;Bronze;86;Romania;Muntenia & Oltenia;Dealu Mare;2021;White
Viña Siegel;Terroir De Los Andes Carignan;Bronze;89;Chile;Colchagua;Los Lingues;2021;Red
Viña Siegel;Gran Reserva Cabernet Sauvignon;Bronze;87;Chile;Colchagua;Not Applicable;2021;Red
Viña Siegel;Reserva Handpicked Carmenere;Bronze;87;Chile;Colchagua;Not Applicable;2021;Red
Viña Siegel;Adentu Reserva Carmenere;Bronze;89;Chile;Colchagua;Not Applicable;2021;Red
Monterosola;Per Mare;Bronze;86;Italy;Tuscany;Toscana;2021;White
Kristančič Winery;Pavo Red;Bronze;89;Slovenia;Primorska;Goriška Brda;2021;Red
Naked Wines;Scott Peterson Rox of the Andes;Bronze;88;Argentina;Mendoza;Uco Valley;2021;Red
F. Stephen Millier;Legend Series Dickson Road Zinfandel;Bronze;86;United States;California;Amador County;2021;Red
Pinto Winery;Holot;Bronze;87;Israel;Negev;Southern Negev;2021;White
Domaine Fourrey;Mont De Milieu;Bronze;88;France;Burgundy;Chablis 1er Cru;2021;White
Domaine Fourrey;Héritage Le Vin D'Emile;Bronze;86;France;Burgundy;Chablis;2021;White
Herdade Dos Lagos;HDL Aragonez;Bronze;86;Portugal;Alentejano;Not Applicable;2021;Red
Herdade Dos Lagos;HDL Amphora;Bronze;86;Portugal;Alentejano;Not Applicable;2021;Red
Thistledown;The Vagabond Old Vine Grenache;Bronze;89;Australia;South Australia;McLaren Vale;2021;Red
Sociedade Agrícola Herdade Dos Lagos;HDL Touriga Nacional;Bronze;88;Portugal;Alentejano;Not Applicable;2021;Red
Rocca Bernarda;Novecento;Bronze;89;Italy;Friuli-Venezia Giulia;Venezia Giulia;2021;White
Ronc Soreli;Sauvignon;Bronze;89;Italy;Friuli-Venezia Giulia;Colli Orientali del Friuli;2021;White
Sur Les Versants;-;Bronze;86;France;Rhône;Côtes du Rhône;2021;Red
Rioja Vega;-;Bronze;87;Spain;Rioja;Not Applicable;2021;Red
Domaine Louis Bovard;Buxus Epesses Grand Cru Sauvignon Blanc;Bronze;88;Switzerland;Vaud;Lavaux;2021;White
Domaine Louis Bovard;Ilex Calamin Grand Cru;Bronze;89;Switzerland;Vaud;Lavaux;2021;White
Winnica Niemczańska;Blanc de Noirs;Bronze;86;Poland;Not Applicable;Not Applicable;2021;White
Caminhos Cruzados;-;Bronze;87;Portugal;Dão;Terras de Senhorim;2021;White
Caminhos Cruzados;Titular Reserva Encruzado;Bronze;88;Portugal;Dão;Not Applicable;2021;White
Ktima Pavlidis;Thema;Bronze;88;Greece;Macedonia;Drama;2021;Red
Klet Brda;Quercus Cabernet-Merlot;Bronze;88;Slovenia;Primorska;Goriška Brda;2021;Red
Klet Brda;Krasno Rebula;Bronze;87;Slovenia;Primorska;Goriška Brda;2021;White
Klet Brda;Ramato Bagueri Pinot Grigio;Bronze;88;Slovenia;Primorska;Goriška Brda;2021;White
Dorigo;Ronc Di Juri Chardonnay;Bronze;88;Italy;Friuli-Venezia Giulia;Colli Orientali del Friuli;2021;White
Bodegas Vilano;Black;Bronze;87;Spain;Ribera del Duero;Not Applicable;2021;Red
Brand's Laira;Stentifords Shiraz;Bronze;89;Australia;South Australia;Coonawarra;2021;Red
Domaine Yinong;Harmony Marselan;Bronze;87;China (Mainland);Ningxia;Helan Mountain East;2021;Red
Domaine Costa Lazaridi;Chateau Julia Merlot;Bronze;87;Greece;Macedonia;Drama;2021;Red
Domaine Costa Lazaridi;Amethystos Rouge;Bronze;89;Greece;Macedonia;Drama;2021;Red
Domaine Costa Lazaridi;Château Julia Assyrtiko;Bronze;89;Greece;Macedonia;Drama;2021;White
Vinarství Spalek;Velký Sud Ryzlink Rýnský;Bronze;88;Czech Republic;Moravia;Znojemská;2021;White
Quinta Da Pacheca;Reserva Vinhas Velhas;Bronze;89;Portugal;Douro;Not Applicable;2021;Red
Les Tours Des Verdots;-;Bronze;88;France;Southwest France;Bergerac Sec;2021;White
The Hedonist;Shiraz;Bronze;89;Australia;South Australia;McLaren Vale;2021;Red
Jen Pfeiffer;The Rebel Cabernet Sauvignon;Bronze;86;Australia;South Eastern Australia;Not Applicable;2021;Red
Jen Pfeiffer;The Rebel Shiraz;Bronze;88;Australia;South Eastern Australia;Not Applicable;2021;Red
Manns Wines;Solaris Le Ciel;Bronze;89;Japan;Chubu;Nagano;2021;White
Vite Colte;La Luna E I Falò;Bronze;88;Italy;Piedmont;Barbera d'Asti Superiore;2021;Red
Emilio Rotolo;Schiopetto Amrità;Bronze;89;Italy;Friuli-Venezia Giulia;Friuli;2021;White
